"POINTNUMBER","POINTNAME","STATIONNAMEABBREVIATED"
137046,"01CTE LOS ALISOS CORRIENTE","JSU"
137047,"01CTE      LUJAN CORRIENTE","JSU"
137048,"01CTE   AZOPARDO CORRIENTE","JSU"
137049,"01CTE SANTA RITA CORRIENTE","JSU"
137050,"01CTE    RESERVA CORRIENTE","JSU"
137053,"13QFAL        ET REACTIVO FALTANTE","JSU"
137060,"03PW     G1  REY POTENCIA ACTIVA","JSU"
137061,"03PQ     G1  REY POTENCIA REACTIVA","JSU"
137062,"03PW     G2  REY POTENCIA ACTIVA","JSU"
137063,"03PQ     G2  REY POTENCIA REACTIVA","JSU"
137064,"03GEN PW      ET POTENCIA ACTIVA","JSU"
137065,"03GEN PQ      ET POTENCIA REACTIVA","JSU"
137066,"13TEN     B   T  TENSION","JSU"
138000,"13PW     L1 GUE  POTENCIA ACTIVA","COB"
138001,"13PQ     L1 GUE  POTENCIA REACTIVA","COB"
138002,"13CTE    L1 GUE  CORRIENTE","COB"
138003,"13TEN    L1 GUE  TENSION","COB"
138004,"13PW     L2 GUE  POTENCIA ACTIVA","COB"
138005,"13PQ     L2 GUE  POTENCIA REACTIVA","COB"
138006,"13CTE    L2 GUE  CORRIENTE","COB"
138007,"13TEN    L2 GUE  TENSION","COB"
138008,"13PW     L  MET  POTENCIA ACTIVA","COB"
138009,"13PQ     L  MET  POTENCIA REACTIVA","COB"
138010,"13CTE    L  MET  CORRIENTE","COB"
138011,"13TEN    L  MET  TENSION","COB"
138012,"13PW     L  ROS  POTENCIA ACTIVA","COB"
138013,"13PQ     L  ROS  POTENCIA REACTIVA","COB"
138014,"13CTE    L  ROS  CORRIENTE","COB"
138015,"13TEN    L  ROS  TENSION","COB"
138016,"13CTE    AC  A B CORRIENTE","COB"
138017,"13TEN    B   A   TENSION","COB"
138018,"13TEN    B   B   TENSION","COB"
138019,"13PW      TR  01 POTENCIA ACTIVA","COB"
138020,"13PQ      TR  01 POTENCIA REACTIVA","COB"
138021,"13CTE     TR  01 CORRIENTE","COB"
138022,"13TEN     TR  01 TENSION","COB"
138023,"13DIS FA L1 GUE  DISTANCIA DE FALLA EN KM","COB"
138024,"13DIS FA L2 GUE  DISTANCIA DE FALLA EN KM","COB"
138025,"13DIS FA L  MET  DISTANCIA DE FALLA EN KM","COB"
138026,"13DIS FA L  ROS  DISTANCIA DE FALLA EN KM","COB"
138027,"13PW     L  SES  POTENCIA ACTIVA","COB"
138028,"13PQ     L  SES  POTENCIA REACTIVA","COB"
138029,"13CTE    L  SES  CORRIENTE","COB"
138030,"13TEN    L  SES  TENSION","COB"
138031,"13DIS FA L  SES  DISTANCIA DE FALLA EN KM","COB"
138032,"50TEN   B   B   TENSION","COB"
138033,"34TEN   B   A   TENSION","COB"
138034,"34TEN   B   B   TENSION","COB"
139000,"13PW     L  CCO  POTENCIA ACTIVA","SES"
139001,"13PQ     L  CCO  POTENCIA REACTIVA","SES"
139002,"13CTE    L  CCO  CORRIENTE","SES"
139003,"13PW     L  SSU  POTENCIA ACTIVA","SES"
139004,"13PQ     L  SSU  POTENCIA REACTIVA","SES"
139005,"13CTE    L  SSU  CORRIENTE","SES"
139006,"13PW      TR  01 POTENCIA ACTIVA","SES"
139007,"13PQ      TR  01 POTENCIA REACTIVA","SES"
139008,"13CTE     TR  01 CORRIENTE","SES"
139009,"01PW      TR  01 POTENCIA ACTIVA","SES"
139010,"01PQ      TR  01 POTENCIA REACTIVA","SES"
139011,"01CTE     TR  01 CORRIENTE","SES"
139013,"13TEN    B   A   TENSION","SES"
139014,"01TEN     TR  01 TENSION","SES"
139015,"13PW      TR  02 POTENCIA ACTIVA","SES"
139016,"13PQ      TR  02 POTENCIA REACTIVA","SES"
139017,"13CTE     TR  02 CORRIENTE","SES"
139019,"03PW      TR  02 POTENCIA ACTIVA","SES"
139020,"03PQ      TR  02 POTENCIA REACTIVA","SES"
139021,"03CTE     TR  02 CORRIENTE","SES"
139022,"03TEN     TR  02 TENSION","SES"
139023,"01PW      TR  02 POTENCIA ACTIVA","SES"
139024,"01PQ      TR  02 POTENCIA REACTIVA","SES"
139025,"01CTE     TR  02 CORRIENTE","SES"
139026,"01TEN     TR  02 TENSION","SES"
139027,"03PW      TR  01 POTENCIA ACTIVA","SES"
139028,"03PQ      TR  01 POTENCIA REACTIVA","SES"
139029,"03CTE     TR  01 CORRIENTE","SES"
139030,"03TEN     TR  01 TENSION","SES"
139031,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SES"
139032,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SES"
139033,"13DIS FA  L SSU  DISTANCIA DE FALLA EN KM","SES"
139034,"13DIS FA  L CCO  DISTANCIA DE FALLA EN KM","SES"
139035,"13PW     L  COB  POTENCIA ACTIVA","SES"
139036,"13QFAL        ET REACTIVO FALTANTE","SES"
139037,"13PQ     L  COB  POTENCIA REACTIVA","SES"
139038,"13CTE    L  COB  CORRIENTE","SES"
139039,"13TEN    L  COB  TENSION","SES"
139040,"13DIS FA C2884L  COB  DISTANCIA DE FALLA EN KM","SES"
139041,"13TEN    B   A   TENSION APP","SES"
139042,"03TEN    B   A   TENSION","SES"
139043,"03TEN    B   B   TENSION","SES"
139044,"01TEN    B   A   TENSION","SES"
139045,"01TEN    B   B   TENSION","SES"
140000,"13PW     L  SNO  POTENCIA ACTIVA","GUE"
140001,"13PQ     L  SNO  POTENCIA REACTIVA","GUE"
140002,"13CTE    L  SNO  CORRIENTE","GUE"
140003,"13TEN    L  SNO  TENSION","GUE"
140004,"13PW     L  PIN  POTENCIA ACTIVA","GUE"
140005,"13PQ     L  PIN  POTENCIA REACTIVA","GUE"
140006,"13CTE    L  PIN  CORRIENTE","GUE"
140007,"13TEN    L  PIN  TENSION","GUE"
140008,"13TEN    L  LMA  TENSION","GUE"
140009,"13CTE    L  LMA  CORRIENTE","GUE"
140010,"13TEN    L2 COB  TENSION","GUE"
140011,"13TEN    L1 COB  TENSION","GUE"
140012,"13TEN    L  SJU  TENSION","GUE"
140013,"13TEN    L  MIN  TENSION","GUE"
140015,"01CTE   T. ANDES CORRIENTE","GUE"
140016,"01CTE   LA BANDA CORRIENTE","GUE"
140017,"01CTE     GUEMES CORRIENTE","GUE"
140018,"01CTE SAN IDISRO CORRIENTE","GUE"
140019,"13PW     L2 COB  POTENCIA ACTIVA","GUE"
140020,"13PQ     L2 COB  POTENCIA REACTIVA","GUE"
140021,"13CTE    L2 COB  CORRIENTE","GUE"
140022,"13PW     L1 COB  POTENCIA ACTIVA","GUE"
140023,"13PQ     L1 COB  POTENCIA REACTIVA","GUE"
140024,"13CTE    L1 COB  CORRIENTE","GUE"
140025,"13PW     L  MIN  POTENCIA ACTIVA","GUE"
140026,"13PQ     L  MIN  POTENCIA REACTIVA","GUE"
140027,"13CTE    L  MIN  CORRIENTE","GUE"
140028,"13PW     L  SJU  POTENCIA ACTIVA","GUE"
140029,"13PQ     L  SJU  POTENCIA REACTIVA","GUE"
140030,"13CTE    L  SJU  CORRIENTE","GUE"
140031,"13PW      TR  04 POTENCIA ACTIVA","GUE"
140032,"13PQ      TR  04 POTENCIA REACTIVA","GUE"
140033,"01PW      TR  04 POTENCIA ACTIVA","GUE"
140034,"01PQ      TR  04 POTENCIA REACTIVA","GUE"
140035,"01CTE     TR  04 CORRIENTE","GUE"
140037,"13PW      TR  05 POTENCIA ACTIVA","GUE"
140038,"13PQ      TR  05 POTENCIA REACTIVA","GUE"
140039,"01PW      TR  05 POTENCIA ACTIVA","GUE"
140040,"01PQ      TR  05 POTENCIA REACTIVA","GUE"
140041,"01CTE     TR  05 CORRIENTE","GUE"
140043,"13PW     L  LMA  POTENCIA ACTIVA","GUE"
140044,"13PQ     L  LMA  POTENCIA REACTIVA","GUE"
140045,"01TEN    B   A   TENSION","GUE"
140046,"01TEN    B   B   TENSION","GUE"
140047,"13CTE    AC  A B CORRIENTE","GUE"
140048,"01CTE  C.FEDERAL CORRIENTE","GUE"
140049,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","GUE"
140050,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","GUE"
140051,"13CTE     TR  04 CORRIENTE","GUE"
140052,"13CTE     TR  05 CORRIENTE","GUE"
140054,"13QFAL        ET REACTIVO FALTANTE","GUE"
140059,"01GEN PW      ET POTENCIA ACTIVA TOTAL","GUE"
140060,"01GEN PW      ET POTENCIA REACTIVA TOTAL","GUE"
140061,"13TEN   B   A    TENSION","GUE"
140062,"13TEN   B   B    TENSION","GUE"
141000,"01PW      TR  07 POTENCIA ACTIVA","SSU"
141001,"01PQ      TR  07 POTENCIA REACTIVA","SSU"
141002,"01CTE     TR  07 CORRIENTE","SSU"
141004,"01CTE C02FRANC.1 CORRIENTE","SSU"
141005,"01CTE C03FRANC.2 CORRIENTE","SSU"
141006,"01CTE C04MORENO1 CORRIENTE","SSU"
141007,"01CTE        C16 CORRIENTE","SSU"
141008,"01CTE        C08 CORRIENTE","SSU"
141009,"01CTE        C09 CORRIENTE","SSU"
141010,"01CTE  COCA COLA CORRIENTE","SSU"
141011,"01CTE MATADERO24 CORRIENTE","SSU"
141012,"01CTE P.MORENO 3 CORRIENTE","SSU"
141013,"01TEN     TR  07 TENSION","SSU"
141014,"01CTE  FIERRO 20 CORRIENTE","SSU"
141015,"01CTE  FIERRO 21 CORRIENTE","SSU"
141017,"01CTE MATADERO25 CORRIENTE","SSU"
141018,"01CTE MATADERO26 CORRIENTE","SSU"
141019,"13PW     L  SES  POTENCIA ACTIVA","SSU"
141020,"06PW     L  COR  POTENCIA ACTIVA","SSU"
141021,"13PW     L  PIN  POTENCIA ACTIVA","SSU"
141022,"13TEN    B   A   TENSION","SSU"
141023,"06TEN    B   A   TENSION","SSU"
141024,"01TEN    B  1A   TENSION","SSU"
141025,"01TEN   2B   A   TENSION","SSU"
141026,"01TEN   1B  2B   TENSION","SSU"
141027,"01CTE    AC   01 CORRIENTE","SSU"
141028,"01CTE    AC   02 CORRIENTE","SSU"
141029,"01TEN    B  1B   TENSION","SSU"
141030,"01TEN     TR  06 TENSION","SSU"
141031,"01CTE ZORRILLA19 CORRIENTE","SSU"
141032,"06CTE    L  COR  CORRIENTE","SSU"
141033,"13CTE    L  PIN  CORRIENTE","SSU"
141034,"13CTE    L  SES  CORRIENTE","SSU"
141035,"13PQ     L  PIN  POTENCIA REACTIVA","SSU"
141036,"13PQ     L  SES  POTENCIA REACTIVA","SSU"
141037,"06PQ     L  COR  POTENCIA REACTIVA","SSU"
141038,"13PW      TR  01 POTENCIA ACTIVA","SSU"
141039,"13PW      TR  02 POTENCIA ACTIVA","SSU"
141040,"13PW      TR  03 POTENCIA ACTIVA","SSU"
141041,"13PQ      TR  01 POTENCIA REACTIVA","SSU"
141042,"13PQ      TR  02 POTENCIA REACTIVA","SSU"
141043,"13PQ      TR  03 POTENCIA REACTIVA","SSU"
141045,"01CTE M.FIERRO 6 CORRIENTE","SSU"
141046,"03CTE     TR  03 CORRIENTE","SSU"
141047,"01CTE     TR  01 CORRIENTE","SSU"
141048,"01CTE     TR  02 CORRIENTE","SSU"
141049,"01CTE     TR  03 CORRIENTE","SSU"
141050,"01CTE     TR  04 CORRIENTE","SSU"
141051,"01CTE     TR  05 CORRIENTE","SSU"
141052,"06PW      TR  05 POTENCIA ACTIVA","SSU"
141053,"06PW      TR  04 POTENCIA ACTIVA","SSU"
141054,"06PQ      TR  05 POTENCIA REACTIVA","SSU"
141055,"06PQ      TR  04 POTENCIA REACTIVA","SSU"
141056,"13PW     L  SNO  POTENCIA ACTIVA","SSU"
141057,"13PQ     L  SNO  POTENCIA REACTIVA","SSU"
141058,"13CTE    L  SNO  CORRIENTE","SSU"
141059,"01PW      TR  06 POTENCIA ACTIVA","SSU"
141060,"01PQ      TR  06 POTENCIA REACTIVA","SSU"
141061,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SSU"
141062,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SSU"
141064,"13QFAL        ET REACTIVO FALTANTE","SSU"
141065,"01PW      TR  01 POTENCIA ACTIVA","SSU"
141066,"01PW      TR  02 POTENCIA ACTIVA","SSU"
141067,"01PW      TR  03 POTENCIA ACTIVA","SSU"
141068,"01PQ      TR  01 POTENCIA REACTIVA","SSU"
141069,"01PQ      TR  02 POTENCIA REACTIVA","SSU"
141070,"01PQ      TR  03 POTENCIA REACTIVA","SSU"
141080,"13CTE     TR  01 CORRIENTE","SSU"
141081,"13CTE     TR  03 CORRIENTE","SSU"
141082,"13CTE     TR  02 CORRIENTE","SSU"
141083,"13CTE     TR  06 CORRIENTE","SSU"
141085,"13PW      TR  07 POTENCIA ACTIVA","SSU"
141086,"13PQ      TR  07 POTENCIA REACTIVA","SSU"
141087,"13CTE     TR  07 CORRIENTE","SSU"
141088,"13TEN     TR  07 TENSION","SSU"
141089,"03PW      TR  07 POTENCIA ACTIVA","SSU"
141090,"03PQ      TR  07 POTENCIA REACTIVA","SSU"
141091,"03CTE     TR  07 CORRIENTE","SSU"
141092,"03TEN     TR  07 TENSION","SSU"
141093,"77DEM PW   PCIAL DEMANDA DE POTENCIA ACTIVA","SSU"
141094,"77DEM PQ   PCIAL DEMANDA DE POTENCIA REACTIVA","SSU"
141095,"01CTE        C02 CORRIENTE","SSU"
141096,"01CTE        C10 CORRIENTE","SSU"
141097,"03TEN   B   A    TENSION","SSU"
141098,"01TEN   B   A    TENSION","SSU"
142000,"13TEN     L  SSU TENSION","PIN"
142001,"13CTE     L  SSU CORRIENTE","PIN"
142002,"13PW      L  SSU POTENCIA ACTIVA","PIN"
142003,"13PQ      L  SSU POTENCIA REACTIVA","PIN"
142004,"13TEN     L  GUE TENSION","PIN"
142005,"13CTE     L  GUE CORRIENTE","PIN"
142006,"13PW      L  GUE POTENCIA ACTIVA","PIN"
142007,"13PQ      L  GUE POTENCIA REACTIVA","PIN"
142008,"13TEN     TR  01 TENSION","PIN"
142009,"13CTE     TR  01 CORRIENTE","PIN"
142010,"13PW      TR  01 POTENCIA ACTIVA","PIN"
142011,"13PQ      TR  01 POTENCIA REACTIVA","PIN"
142014,"01CTE R ARENALES CORRIENTE","PIN"
142015,"01CTE   DURANONA CORRIENTE","PIN"
142016,"01CTE    V.MITRE CORRIENTE","PIN"
142017,"01CTE  C. URESTE CORRIENTE","PIN"
142018,"01CTE  C.ALBERDI CORRIENTE","PIN"
142019,"01CTE    C.NORTE CORRIENTE","PIN"
142021,"01TEN     TR  01 TENSION","PIN"
142022,"01CTE     TR  01 CORRIENTE","PIN"
142023,"01PW      TR  01 POTENCIA ACTIVA","PIN"
142024,"01PQ      TR  01 POTENCIA REACTIVA","PIN"
142025,"01CTE   20 JUNIO CORRIENTE","PIN"
142026,"13TEN   B   A    TENSION","PIN"
142027,"01TEN   B   A    TENSION","PIN"
143000,"RESERVA1","MET"
143001,"RESERVA2","MET"
143002,"RESERVA3","MET"
143003,"03PW      TR  01 POTENCIA ACTIVA","MET"
143004,"03PQ      TR  01 POTENCIA REACTIVA","MET"
143005,"03PW      TR  02 POTENCIA ACTIVA","MET"
143006,"03PQ      TR  02 POTENCIA REACTIVA","MET"
143008,"01CTE  METAN NORTE CORRIENTE","MET"
143009,"01CTE  METAN SUR CORRIENTE","MET"
143010,"01CTE  METAN CENTRO CORRIENTE","MET"
143011,"03CTE  ROSARIO B CORRIENTE","MET"
143012,"13CTE    L  COB  CORRIENTE","MET"
143013,"13CTE    L  TNL  CORRIENTE","MET"
143014,"13CTE    L  TUN  CORRIENTE","MET"
143015,"13PW     L  COB  POTENCIA ACTIVA","MET"
143016,"13PW     L  TNL  POTENCIA ACTIVA","MET"
143017,"13PW     L  TUN  POTENCIA ACTIVA","MET"
143018,"13PQ     L  COB  POTENCIA REACTIVA","MET"
143019,"13PQ     L  TUN  POTENCIA REACTIVA","MET"
143020,"13PQ     L  TNL  POTENCIA REACTIVA","MET"
143021,"13TEN    B   A   TENSION","MET"
143022,"03TEN    B   A   TENSION","MET"
143023,"03TEN    B   B   TENSION","MET"
143024,"01TEN    B   A   TENSION","MET"
143025,"01TEN    B   B   TENSION","MET"
143026,"03CTE  ROSARIO A CORRIENTE","MET"
143027,"03CTE  EL GALPON CORRIENTE","MET"
143028,"13PW      TR  01 POTENCIA ACTIVA","MET"
143029,"13PW      TR  02 POTENCIA ACTIVA","MET"
143030,"01PW      TR  01 POTENCIA ACTIVA","MET"
143031,"01PW      TR  02 POTENCIA ACTIVA","MET"
143032,"13PQ      TR  01 POTENCIA REACTIVA","MET"
143033,"13PQ      TR  02 POTENCIA REACTIVA","MET"
143034,"01PQ      TR  01 POTENCIA REACTIVA","MET"
143035,"01PQ      TR  02 POTENCIA REACTIVA","MET"
143038,"03CTE     TR  01 CORRIENTE","MET"
143039,"03CTE     TR  02 CORRIENTE","MET"
143040,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","MET"
143041,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","MET"
143042,"13CTE     TR  01 CORRIENTE","MET"
143043,"13CTE     TR  02 CORRIENTE","MET"
143045,"13QFAL        ET REACTIVO FALTANTE","MET"
143046,"01CTE     TR  01 CORRIENTE","MET"
143047,"01CTE     TR  02 CORRIENTE","MET"
143048,"03PW      TR  03 POTENCIA ACTIVA","MET"
143049,"03PQ      TR  03 POTENCIA REACTIVA","MET"
143050,"03CTE     TR  03 CORRIENTE","MET"
143051,"03TEN     TR  03 TENSION","MET"
144025,"13PW     L  TAB  POTENCIA ACTIVA","ORA"
144026,"13PQ     L  TAB  POTENCIA REACTIVA","ORA"
144027,"13CTE    L  TAB  CORRIENTE","ORA"
144028,"13TEN    L  TAB  TENSION","ORA"
144029,"13PW      TR  01 POTENCIA ACTIVA NUE","ORA"
144030,"13PQ      TR  01 POTENCIA REACTIVA NUE","ORA"
144031,"13CTE     TR  01 CORRIENTE NUE","ORA"
144032,"13PW      TR  02 POTENCIA ACTIVA NUE","ORA"
144033,"13PQ      TR  02 POTENCIA REACTIVA NUE","ORA"
144034,"13CTE     TR  02 CORRIENTE NUE","ORA"
144035,"03PW      TR  01 POTENCIA ACTIVA NUE","ORA"
144036,"03PQ      TR  01 POTENCIA REACTIVA NUE","ORA"
144037,"03CTE     TR  01 CORRIENTE NUE","ORA"
144038,"03TEN     TR  01 TENSION NUE","ORA"
144039,"03PW      TR  02 POTENCIA ACTIVA NUE","ORA"
144040,"03PQ      TR  02 POTENCIA REACTIVA NUE","ORA"
144041,"03CTE     TR  02 CORRIENTE NUE","ORA"
144042,"03TEN     TR  02 TENSION NUE","ORA"
144043,"01PW      TR  01 POTENCIA ACTIVA NUE","ORA"
144044,"01PQ      TR  01 POTENCIA REACTIVA NUE","ORA"
144045,"01CTE     TR  01 CORRIENTE NUE","ORA"
144046,"01TEN     TR  01 TENSION NUE","ORA"
144047,"01PW      TR  02 POTENCIA ACTIVA NUE","ORA"
144048,"01PQ      TR  02 POTENCIA REACTIVA NUE","ORA"
144049,"01CTE     TR  02 CORRIENTE NUE","ORA"
144050,"01TEN     TR  02 TENSION NUE","ORA"
144051,"01PQ      CP  01 POTENCIA REACTIVA NUE","ORA"
144052,"01CTE     CP  01 CORRIENTE NUE","ORA"
144053,"01PQ      CP  02 POTENCIA REACTIVA NUE","ORA"
144054,"01CTE     CP  02 CORRIENTE NUE","ORA"
144055,"03CTE 02YRIGOYEN CORRIENTE","ORA"
144056,"03CTE  03RESERVA CORRIENTE","ORA"
144057,"03CTE 07A BLNCAS CORRIENTE","ORA"
144058,"03CTE  08RESERVA CORRIENTE","ORA"
144059,"01CTE   02CENTRO CORRIENTE","ORA"
144060,"01CTE 03AEROPARQ CORRIENTE","ORA"
144061,"01CTE  04ELGRANO CORRIENTE","ORA"
144062,"01CTE  05RESERVA CORRIENTE","ORA"
144063,"01CTE  06RESERVA CORRIENTE","ORA"
144064,"01CTE 07ARENALES CORRIENTE","ORA"
144065,"01PW    09GENER1 POTENCIA ACTIVA","ORA"
144066,"01PQ    09GENER1 POTENCIA REACTIVA","ORA"
144067,"01CTE   09GENER1 CORRIENTE","ORA"
144068,"01TEN   09GENER1 TENSION","ORA"
144069,"01PW    13GENER2 POTENCIA ACTIVA","ORA"
144070,"01PQ    13GENER2 POTENCIA REACTIVA","ORA"
144071,"01CTE   13GENER2 CORRIENTE","ORA"
144072,"01TEN   13GENER2 TENSION","ORA"
144073,"01CTE 14GENDARME CORRIENTE","ORA"
144074,"01CTE 15_25 MAYO CORRIENTE","ORA"
144075,"01CTE 16MTADEROS GENDARME CORRIENTE","ORA"
144076,"01CTE  17RESERVA CORRIENTE","ORA"
144079,"13TEN    B   A   TENSION","ORA"
144080,"03TEN    B   A   TENSION","ORA"
144081,"03TEN    B   B   TENSION","ORA"
144082,"01TEN    B   A   TENSION","ORA"
144083,"01TEN    B   B   TENSION","ORA"
145000,"13PW     L  SSU  POTENCIA ACTIVA","SNO"
145001,"13PQ     L  SSU  POTENCIA REACTIVA","SNO"
145002,"13CTE    L  SSU  CORRIENTE","SNO"
145003,"13TEN    B   A   TENSION","SNO"
145004,"13PW      TR  01 POTENCIA ACTIVA","SNO"
145005,"13PQ      TR  01 POTENCIA REACTIVA","SNO"
145006,"01PW      TR  01 POTENCIA ACTIVA","SNO"
145007,"01PQ      TR  01 POTENCIA REACTIVA","SNO"
145008,"01CTE     TR  01 CORRIENTE","SNO"
145009,"01TEN     TR  01 TENSION","SNO"
145011,"13PW      TR  02 POTENCIA ACTIVA","SNO"
145012,"13PQ      TR  02 POTENCIA REACTIVA","SNO"
145013,"13CTE     TR  02 CORRIENTE","SNO"
145014,"03PW      TR  02 POTENCIA ACTIVA","SNO"
145015,"03PQ      TR  02 POTENCIA REACTIVA","SNO"
145016,"03CTE     TR  02 CORRIENTE","SNO"
145017,"03TEN     TR  02 TENSION","SNO"
145018,"01PW      TR  02 POTENCIA ACTIVA","SNO"
145019,"01PQ      TR  02 POTENCIA REACTIVA","SNO"
145020,"01CTE     TR  02 CORRIENTE","SNO"
145021,"01TEN     TR  02 TENSION","SNO"
145023,"01CTE JUDICIAL 2 CORRIENTE","SNO"
145024,"01CTE MALVINAS 3 CORRIENTE","SNO"
145025,"01CTE MALVINAS 4 CORRIENTE","SNO"
145026,"01CTE     TR  02 CORRIENTE.","SNO"
145027,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SNO"
145028,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SNO"
145029,"01CTE    AC  A B CORRIENTE","SNO"
145030,"01CTE JUDICIAL 1 CORRIENTE","SNO"
145031,"01CTE  RESERVA 2 CORRIENTE","SNO"
145032,"01CTE MALVINAS 9 CORRIENTE","SNO"
145033,"01CTE MALVINAS10 CORRIENTE","SNO"
145034,"01CTE MALVINAS 5 CORRIENTE","SNO"
145035,"01CTE MALVINAS 6 CORRIENTE","SNO"
145036,"13PW     L  GUE  POTENCIA ACTIVA","SNO"
145037,"13PQ     L  GUE  POTENCIA REACTIVA","SNO"
145038,"13CTE    L  GUE  CORRIENTE","SNO"
145039,"13TEN    L  GUE  TENSION","SNO"
145040,"13CTE     TR  01 CORRIENTE","SNO"
145042,"13QFAL        ET REACTIVO FALTANTE","SNO"
145043,"13TEN    L  SSU  TENSION","SNO"
145044,"01CTE JUDICIALES CORRIENTE","SNO"
145045,"13PW      TR  03 POTENCIA ACTIVA","SNO"
145046,"13PQ      TR  03 POTENCIA REACTIVA","SNO"
145047,"13CTE     TR  03 CORRIENTE","SNO"
145048,"13TEN     TR  03 TENSION","SNO"
145049,"01PW      TR  03 POTENCIA ACTIVA","SNO"
145050,"01PQ      TR  03 POTENCIA REACTIVA","SNO"
145051,"01CTE     TR  03 CORRIENTE","SNO"
145052,"01TEN     TR  03 TENSION","SNO"
145054,"01CTE  D MILAGRO CORRIENTE","SNO"
145055,"01CTE       EASY CORRIENTE","SNO"
145056,"01CTE    Z NORTE CORRIENTE","SNO"
145057,"01TEN   B   A    TENSION","SNO"
145058,"01TEN   B   B    TENSION","SNO"
145059,"01TEN   B   C    TENSION","SNO"
145060,"01TEN   B   D    TENSION","SNO"
146000,"13PW     L  CCO  POTENCIA ACTIVA","ECA"
146001,"13PQ     L  CCO  POTENCIA REACTIVA","ECA"
146002,"13CTE    L  CCO  CORRIENTE","ECA"
146003,"13TEN    L  CCO  TENSION","ECA"
146005,"06PW      TR  01 POTENCIA ACTIVA","ECA"
146006,"06PQ      TR  01 POTENCIA REACTIVA","ECA"
146007,"06CTE     TR  01 CORRIENTE","ECA"
146008,"06TEN     TR  01 TENSION","ECA"
146009,"03TEN     TR  01 TENSION","ECA"
146010,"03CTE     TR  01 CORRIENTE","ECA"
146011,"03PW      TR  01 POTENCIA ACTIVA","ECA"
146012,"03PQ      TR  01 POTENCIA REACTIVA","ECA"
146013,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","ECA"
146014,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","ECA"
146016,"13TEN    B   A   TENSION","ECA"
146017,"03TEN    B   A   TENSION","ECA"
146018,"06TEN    B   A   TENSION","ECA"
147000,"13CTE    L  GUE  CORRIENTE","MIN"
147001,"13CTE    L  SJU  CORRIENTE","MIN"
147002,"13PW     L  GUE  POTENCIA ACTIVA","MIN"
147003,"13PW     L  SJU  POTENCIA ACTIVA","MIN"
147004,"13PQ     L  GUE  POTENCIA REACTIVA","MIN"
147005,"13PQ     L  SJU  POTENCIA REACTIVA","MIN"
147006,"13TEN    B   A   TENSION","MIN"
147007,"13PW      TR  01 POTENCIA ACTIVA","MIN"
147008,"13PW      TR  02 POTENCIA ACTIVA","MIN"
147009,"13PQ      TR  01 POTENCIA REACTIVA","MIN"
147010,"13PQ      TR  02 POTENCIA REACTIVA","MIN"
147011,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","MIN"
147012,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","MIN"
147014,"13QFAL        ET REACTIVO FALTANTE","MIN"
148000,"13PW     L  JSU  POTENCIA ACTIVA","LMA"
148001,"13PQ     L  JSU  POTENCIA REACTIVA","LMA"
148002,"13CTE    L  JSU  CORRIENTE","LMA"
148003,"13TEN    L  JSU  TENSION","LMA"
148004,"13PW      TR  03 POTENCIA ACTIVA","LMA"
148005,"13PQ      TR  03 POTENCIA REACTIVA","LMA"
148006,"13CTE     TR  03 CORRIENTE","LMA"
148008,"03PW      TR  03 POTENCIA ACTIVA","LMA"
148009,"03PQ      TR  03 POTENCIA REACTIVA","LMA"
148010,"03CTE     TR  03 CORRIENTE","LMA"
148011,"03TEN     TR  03 TENSION","LMA"
148012,"01PW      TR  03 POTENCIA ACTIVA","LMA"
148013,"01PQ      TR  03 POTENCIA REACTIVA","LMA"
148014,"01CTE     TR  03 CORRIENTE","LMA"
148015,"01TEN     TR  03 TENSION","LMA"
148016,"03CTE  C MONTANA CORRIENTE","LMA"
148017,"03CTE     DIST 2 CORRIENTE","LMA"
148018,"01CTE  SUNCHALES CORRIENTE","LMA"
148019,"01CTE  S VICENTE CORRIENTE","LMA"
148020,"01CTE  L MADERAS CORRIENTE","LMA"
148021,"01CTE     SA  01 CORRIENTE","LMA"
148022,"01CTE     SA  02 CORRIENTE","LMA"
148023,"13PW     L  GUE  POTENCIA ACTIVA","LMA"
148024,"13PQ     L  GUE  POTENCIA REACTIVA","LMA"
148025,"01PW      GP  01 POTENCIA ACTIVA","LMA"
148026,"01PQ      GP  01 POTENCIA ACTIVA","LMA"
148027,"01PW      GP  02 POTENCIA ACTIVA","LMA"
148028,"01PQ      GP  02 POTENCIA ACTIVA","LMA"
148029,"13CTE    L  GUE  CORRIENTE","LMA"
148030,"13TEN    L  GUE  TENSION","LMA"
