"POINTNUMBER","POINTNAME","STATIONNAMEABBREVIATED"
125036,"77DEM PW      ET DEMANDA DE POTENCIA REACTIVA","BAN"
125038,"01CTE    GP  01 CORRIENTE","BAN"
125039,"01CTE    GP  02 CORRIENTE","BAN"
125040,"13TEN    B   A   TENSION","BAN"
125041,"03TEN    B   A   TENSION","BAN"
125042,"03TEN    B   B   TENSION","BAN"
125043,"01TEN    B   A   TENSION","BAN"
125044,"01TEN    B   B   TENSION","BAN"
126000,"13PW     L  HUA  POTENCIA ACTIVA","LPI"
126001,"13PQ     L  HUA  POTENCIA REACTIVA","LPI"
126002,"13PW     L  ESC  POTENCIA ACTIVA","LPI"
126003,"13PQ     L  ESC  POTENCIA REACTIVA","LPI"
126004,"13PW     L  LCO  POTENCIA ACTIVA","LPI"
126005,"13PQ     L  LCO  POTENCIA REACTIVA","LPI"
126006,"13CTE    L  HUA  CORRIENTE","LPI"
126007,"13CTE    L  ESC  CORRIENTE","LPI"
126008,"13CTE    L  LCO  CORRIENTE","LPI"
126009,"13TEN    B   A   TENSION","LPI"
126010,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LPI"
126011,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LPI"
127000,"13PW      TR  01 POTENCIA ACTIVA","LCO"
127001,"13PQ      TR  01 POTENCIA REACTIVA","LCO"
127002,"13CTE     TR  01 CORRIENTE","LCO"
127004,"03PW      TR  01 POTENCIA ACTIVA","LCO"
127005,"03PQ      TR  01 POTENCIA REACTIVA","LCO"
127006,"03CTE     TR  01 CORRIENTE","LCO"
127007,"13TEN     TR  01 TENSION","LCO"
127008,"03TEN     TR  01 TENSION","LCO"
127009,"03CTE  TACO RALO CORRIENTE","LCO"
127010,"03CTE   LA COCHA CORRIENTE","LCO"
127011,"03CTE  INVERNADA CORRIENTE","LCO"
127012,"03CTE   PIZARROS CORRIENTE","LCO"
127013,"03CTE     HUACRA CORRIENTE","LCO"
127014,"03CTE       ADES CORRIENTE","LCO"
127016,"77QFAL           REACTIVO FALTANTE","LCO"
127025,"QFAL          ET REACTIVO FALTANTE","LCO"
127026,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LCO"
127027,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LCO"
128000,"13PW     L  MQU  POTENCIA ACTIVA","COP"
128001,"13PQ     L  MQU  POTENCIA REACTIVA","COP"
128002,"13CTE    L  MQU  CORRIENTE","COP"
128003,"13TEN    L  MQU  TENSION","COP"
128004,"13PW     L  CGA  POTENCIA ACTIVA","COP"
128005,"13PQ     L  CGA  POTENCIA REACTIVA","COP"
128006,"13CTE    L  CGA  CORRIENTE","COP"
128007,"13TEN    L  CGA  TENSION","COP"
128008,"13PW     TR   01 POTENCIA ACTIVA","COP"
128009,"13PQ     TR   01 POTENCIA REACTIVA","COP"
128010,"13CTE    TR   01 CORRIENTE","COP"
128012,"13PW     TR   02 POTENCIA ACTIVA","COP"
128013,"13PQ     TR   02 POTENCIA REACTIVA","COP"
128014,"13CTE    TR   02 CORRIENTE","COP"
128016,"03PW     TR   01 POTENCIA ACTIVA","COP"
128017,"03PQ     TR   01 POTENCIA REACTIVA","COP"
128018,"03CTE    TR   01 CORRIENTE","COP"
128019,"03TEN    TR   01 TENSION","COP"
128020,"03PW     TR   02 POTENCIA ACTIVA","COP"
128021,"03PQ     TR   02 POTENCIA REACTIVA","COP"
128022,"03CTE    TR   02 CORRIENTE","COP"
128023,"03TEN    TR   02 TENSION","COP"
128024,"01PW     TR   01 POTENCIA ACTIVA","COP"
128025,"01PQ     TR   01 POTENCIA REACTIVA","COP"
128026,"01CTE    TR   01 CORRIENTE","COP"
128027,"01TEN    TR   01 TENSION","COP"
128028,"01PW     TR   02 POTENCIA ACTIVA","COP"
128029,"01PQ     TR   02 POTENCIA REACTIVA","COP"
128030,"01CTE    TR   02 CORRIENTE","COP"
128031,"01TEN    TR   02 TENSION","COP"
128032,"03CTE   PIRPINTO CORRIENTE","COP"
128033,"03CTE   SALIDA 2 CORRIENTE","COP"
128034,"03CTE  M.QUEMADO CORRIENTE","COP"
128035,"03CTE   SALIDA 4 CORRIENTE","COP"
128036,"03CTE    AC  A B CORRIENTE","COP"
128037,"01CTE   MQU ESTE CORRIENTE","COP"
128038,"01CTE  MQU OESTE CORRIENTE","COP"
128039,"01CTE   SALIDA 3 CORRIENTE","COP"
128040,"01CTE   SALIDA 4 CORRIENTE","COP"
128041,"01CTE   SALIDA 5 CORRIENTE","COP"
128042,"01CTE   SALIDA 6 CORRIENTE","COP"
128043,"01CTE    AC  A B CORRIENTE","COP"
128044,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","COP"
128045,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","COP"
129000,"13PW     L  SCO  POTENCIA ACTIVA","QUI"
129001,"13PQ     L  SCO  POTENCIA REACTIVA","QUI"
129002,"13CTE    L  SCO  CORRIENTE","QUI"
129003,"13TEN    L  SCO  TENSION","QUI"
129004,"13PW     L  CGA  POTENCIA ACTIVA","QUI"
129005,"13PQ     L  CGA  POTENCIA REACTIVA","QUI"
129006,"13CTE    L  CGA  CORRIENTE","QUI"
129007,"13TEN    L  CGA  TENSION","QUI"
129008,"13PW      TR  01 POTENCIA ACTIVA","QUI"
129009,"13PQ      TR  01 POTENCIA REACTIVA","QUI"
129010,"13CTE     TR  01 CORRIENTE","QUI"
129012,"03PW      TR  01 POTENCIA ACTIVA","QUI"
129013,"03PQ      TR  01 POTENCIA REACTIVA","QUI"
129014,"03CTE     TR  01 CORRIENTE","QUI"
129015,"03TEN     TR  01 TENSION","QUI"
129016,"01PW      TR  01 POTENCIA ACTIVA","QUI"
129017,"01PQ      TR  01 POTENCIA REACTIVA","QUI"
129018,"01CTE     TR  01 CORRIENTE","QUI"
129019,"01TEN     TR  01 TENSION","QUI"
129020,"13PW      TR  02 POTENCIA ACTIVA","QUI"
129021,"13PQ      TR  02 POTENCIA REACTIVA","QUI"
129022,"13CTE     TR  02 CORRIENTE","QUI"
129024,"03PW      TR  02 POTENCIA ACTIVA","QUI"
129025,"03PQ      TR  02 POTENCIA REACTIVA","QUI"
129026,"03CTE     TR  02 CORRIENTE","QUI"
129027,"03TEN     TR  02 TENSION","QUI"
129028,"01PW      TR  02 POTENCIA ACTIVA","QUI"
129029,"01PQ      TR  02 POTENCIA REACTIVA","QUI"
129030,"01CTE     TR  02 CORRIENTE","QUI"
129031,"01TEN     TR  02 TENSION","QUI"
129032,"03CTE   SALIDA 1 CORRIENTE","QUI"
129033,"03CTE   SALIDA 2 CORRIENTE","QUI"
129034,"03CTE    TINTINA CORRIENTE","QUI"
129035,"03CTE    QUIMILI CORRIENTE","QUI"
129036,"01CTE   SALIDA 1 CORRIENTE","QUI"
129037,"01CTE    ROVERSI CORRIENTE","QUI"
129038,"01CTE    QUI SUR CORRIENTE","QUI"
129039,"01CTE  QUI NORTE CORRIENTE","QUI"
129040,"01CTE     OTUMPA CORRIENTE","QUI"
129041,"01CTE   SALIDA 6 CORRIENTE","QUI"
129042,"03CTE    AC  A B CORRIENTE","QUI"
129043,"01CTE    AC  A B CORRIENTE","QUI"
129045,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","QUI"
129046,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","QUI"
130000,"13CTE    L  LBA  CORRIENTE","LBE"
130001,"13PW     L  LBA  POTENCIA ACTIVA","LBE"
130002,"13PQ     L  LBA  POTENCIA REACTIVA","LBE"
130003,"13TEN    L  LBA  TENSION","LBE"
130005,"13CTE    L  BRA  CORRIENTE","LBE"
130006,"13PW     L  BRA  POTENCIA ACTIVA","LBE"
130007,"13PQ     L  BRA  POTENCIA REACTIVA","LBE"
130008,"13TEN    L  BRA  TENSION","LBE"
130010,"13CTE    TR   01 CORRIENTE","LBE"
130011,"13PW     TR   01 POTENCIA ACTIVA","LBE"
130012,"13PQ     TR   01 POTENCIA REACTIVA","LBE"
130013,"13CTE    TR   02 CORRIENTE","LBE"
130014,"13PW     TR   02 POTENCIA ACTIVA","LBE"
130015,"13PQ     TR   02 POTENCIA REACTIVA","LBE"
130016,"03CTE  CLODOMIRA CORRIENTE","LBE"
130017,"03CTE    CASPI C CORRIENTE","LBE"
130018,"03CTE  SALIDA 03 CORRIENTE","LBE"
130019,"03CTE  COTEM SUB CORRIENTE","LBE"
130020,"03CTE    P.HONDO CORRIENTE","LBE"
130021,"03CTE  FERNANDEZ CORRIENTE","LBE"
130022,"03CTE    TR   01 CORRIENTE","LBE"
130023,"03TEN    TR   01 TENSION","LBE"
130024,"03PW     TR   01 POTENCIA ACTIVA","LBE"
130025,"03PQ     TR   01 POTENCIA REACTIVA","LBE"
130027,"03CTE    AC  A B CORRIENTE","LBE"
130028,"03TEN    TR   02 TENSION","LBE"
130029,"03CTE    TR   02 CORRIENTE","LBE"
130030,"03PW     TR   02 POTENCIA ACTIVA","LBE"
130031,"03PQ     TR   02 POTENCIA REACTIVA","LBE"
130033,"01CTE   URBANA N CORRIENTE","LBE"
130034,"01CTE    RURAL S CORRIENTE","LBE"
130035,"01CTE    POLICLINICO CORRIENTE","LBE"
130036,"01CTE 25 DE MAYO CORRIENTE","LBE"
130037,"01CTE    RURAL N CORRIENTE","LBE"
130038,"01CTE   URBANA S CORRIENTE","LBE"
130039,"01CTE    DIST 07 CORRIENTE","LBE"
130040,"01CTE    DIST 08 CORRIENTE","LBE"
130041,"01TEN    TR   01 TENSION","LBE"
130042,"01CTE    TR   01 CORRIENTE","LBE"
130043,"01PW     TR   01 POTENCIA ACTIVA","LBE"
130044,"01PQ     TR   01 POTENCIA REACTIVA","LBE"
130046,"01CTE    AC  A B CORRIENTE","LBE"
130047,"01TEN    TR   02 TENSION","LBE"
130048,"01CTE    TR   02 CORRIENTE","LBE"
130049,"01PW     TR   02 POTENCIA ACTIVA","LBE"
130050,"01PQ     TR   02 POTENCIA REACTIVA","LBE"
130052,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LBE"
130053,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LBE"
130057,"13TEN    B    A  TENSION","LBE"
130058,"03TEN    B    A  TENSION","LBE"
130059,"03TEN    B    B  TENSION","LBE"
130060,"01TEN    B    A  TENSION","LBE"
130061,"01TEN    B    B  TENSION","LBE"
131000,"01PQ      CP  01 POTENCIA REACTIVA","TAR"
131001,"01CTE     CP  01 CORRIENTE","TAR"
131003,"01PW      TR  01 POTENCIA ACTIVA","TAR"
131004,"01PQ      TR  01 POTENCIA REACTIVA","TAR"
131005,"01CTE     TR  01 CORRIENTE","TAR"
131006,"13CTE     TR  01 CORRIENTE","TAR"
131007,"03PW      TR  01 POTENCIA ACTIVA","TAR"
131008,"03PQ      TR  01 POTENCIA REACTIVA","TAR"
131009,"13TEN    B   A   TENSION","TAR"
131010,"03TEN    B   A   TENSION","TAR"
131011,"01TEN    B   A   TENSION","TAR"
131012,"13PW      TR  01 POTENCIA ACTIVA","TAR"
131013,"13PQ      TR  01 POTENCIA REACTIVA","TAR"
131014,"03CTE     TR  01 CORRIENTE","TAR"
131015,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","TAR"
131016,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","TAR"
131019,"TAR RESERVA","TAR"
131025,"77QFAL        ET REACTIVO FALTANTE","TAR"
131026,"03PW     L  PIQ  POTENCIA ACTIVA","TAR"
131027,"03PQ     L  PIQ  POTENCIA REACTIVA","TAR"
131028,"03CTE    L  PIQ  CORRIENTE","TAR"
131029,"03TEN    L  PIQ  TENSION","TAR"
131030,"03PW     L  TAR  POTENCIA ACTIVA","TAR"
131031,"03PQ     L  TAR  POTENCIA REACTIVA","TAR"
131032,"03PW     L  SMZ  POTENCIA ACTIVA","TAR"
131033,"03PQ     L  SMZ  POTENCIA REACTIVA","TAR"
131034,"03GEN PW     PIQ POTENCIA ACTIVA  GENERACION","TAR"
131035,"03GEN PQ     PIQ POTENCIA REACTIVA  GENERACION","TAR"
131036,"03TEN    B   B   TENSION","TAR"
131037,"03TEN    B   C   TENSION","TAR"
132000,"03PW      TR  01 POTENCIA ACTIVA","PIC"
132001,"03PQ      TR  01 POTENCIA REACTIVA","PIC"
132002,"03PQ      CP  01 POTENCIA REACTIVA","PIC"
132003,"03CTE     CP  01 CORRIENTE","PIC"
132004,"01PW      TR  01 POTENCIA ACTIVA","PIC"
132005,"01PQ      TR  01 POTENCIA REACTIVA","PIC"
132006,"01TEN    B   A   TENSION","PIC"
132007,"13PW     L  SHA  POTENCIA ACTIVA","PIC"
132008,"13PQ     L  SHA  POTENCIA REACTIVA","PIC"
132009,"13CTE    L  SHA  CORRIENTE","PIC"
132010,"13PW     L  TAB  POTENCIA ACTIVA","PIC"
132011,"13PQ     L  TAB  POTENCIA REACTIVA","PIC"
132012,"13CTE    L  TAB  CORRIENTE","PIC"
132013,"13PW      TR  01 POTENCIA ACTIVA","PIC"
132014,"13PQ      TR  01 POTENCIA REACTIVA","PIC"
132015,"03CTE     TR  01 CORRIENTE","PIC"
132017,"13TEN    B   A   TENSION","PIC"
132018,"03TEN     TR  01 TENSION","PIC"
132019,"03CTE   PICHANAL CORRIENTE","PIC"
132020,"03CTE    COLONIA CORRIENTE","PIC"
132021,"03CTE     EMBARC CORRIENTE","PIC"
132022,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","PIC"
132023,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","PIC"
132024,"13CTE     TR  01 CORRIENTE","PIC"
132025,"01CTE     TR  01 CORRIENTE","PIC"
132027,"13QFAL        ET REACTIVO FALTANTE","PIC"
132028,"13PW     L  CAI  POTENCIA ACTIVA","PIC"
132029,"13PQ     L  CAI  POTENCIA REACTIVA","PIC"
132030,"13CTE    L  CAI  CORRIENTE","PIC"
132031,"13TEN    L  CAI  TENSION","PIC"
132032,"13PW     L  LES  POTENCIA ACTIVA","PIC"
132033,"13PQ     L  LES  POTENCIA REACTIVA","PIC"
132034,"13CTE    L  LES  CORRIENTE","PIC"
132035,"13TEN    L  LES  TENSION","PIC"
132036,"03TEN    B   A   TENSION","PIC"
133000,"03CTE     YUNGAS CORRIENTE","LIB"
133001,"01CTE      ORIAS CORRIENTE","LIB"
133002,"01CTE   YRIGOYEN CORRIENTE","LIB"
133003,"01CTE    LEDESMA CORRIENTE","LIB"
133004,"01CTE   TERMINAL CORRIENTE","LIB"
133005,"13CTE     TR  01 CORRIENTE","LIB"
133007,"01CTE    CANITAS CORRIENTE","LIB"
133008,"01CTE  S LORENZO CORRIENTE","LIB"
133009,"13CTE    L  CAI  CORRIENTE","LIB"
133010,"13CTE    L  SPE  CORRIENTE","LIB"
133011,"13PW     L  SPE  POTENCIA ACTIVA","LIB"
133012,"13PW     L  CAI  POTENCIA ACTIVA","LIB"
133013,"13PQ     L  SPE  POTENCIA REACTIVA","LIB"
133014,"13PQ     L  CAI  POTENCIA REACTIVA","LIB"
133015,"13TEN    B   P   TENSION","LIB"
133016,"03TEN     TR  01 TENSION","LIB"
133017,"01TEN     TR  01 TENSION","LIB"
133018,"13PW      TR  01 POTENCIA ACTIVA","LIB"
133019,"01PW      TR  01 POTENCIA ACTIVA","LIB"
133020,"13PQ      TR  01 POTENCIA REACTIVA","LIB"
133021,"01PQ      TR  01 POTENCIA REACTIVA","LIB"
133022,"03CTE     TR  01 CORRIENTE","LIB"
133024,"03PW      TR  01 POTENCIA ACTIVA","LIB"
133025,"03PQ      TR  01 POTENCIA REACTIVA","LIB"
133026,"77GEN PW  TG  21 POTENCIA ACTIVA TOTAL","LIB"
133027,"77GEN PQ  TG  21 POTENCIA REACTIVA TOTAL","LIB"
133028,"77GEN PW  TG  22 POTENCIA ACTIVA TOTAL","LIB"
133029,"77GEN PQ  TG  22 POTENCIA REACTIVA TOTAL","LIB"
133030,"01CTE     TR  01 CORRIENTE","LIB"
133031,"01CTE    AC  A B CORRIENTE","LIB"
133032,"13PW      TR  02 POTENCIA ACTIVA","LIB"
133033,"13PQ      TR  02 POTENCIA REACTIVA","LIB"
133034,"13CTE     TR  02 CORRIENTE","LIB"
133035,"03PW      TR  02 POTENCIA ACTIVA","LIB"
133036,"03PQ      TR  02 POTENCIA REACTIVA","LIB"
133037,"03CTE     TR  02 CORRIENTE","LIB"
133038,"03TEN     TR  02 TENSION","LIB"
133039,"01PW      TR  02 POTENCIA ACTIVA","LIB"
133040,"01PQ      TR  02 POTENCIA REACTIVA","LIB"
133041,"01CTE     TR  02 CORRIENTE","LIB"
133042,"01TEN     TR  02 TENSION","LIB"
133044,"03PW     INGENIO POTENCIA ACTIVA","LIB"
133045,"03PQ     INGENIO POTENCIA REACTIVA","LIB"
133046,"03CTE    INGENIO CORRIENTE","LIB"
133047,"03CTE    QUEMADO CORRIENTE","LIB"
133048,"03CTE    AC  A B CORRIENTE","LIB"
133049,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","LIB"
133050,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","LIB"
133051,"77GEN PW  TG LED POTENCIA ACTIVA TOTAL","LIB"
133052,"77GEN PQ  TG LED POTENCIA REACTIVA TOTAL","LIB"
133053,"01PW      TD  31 POTENCIA ACTIVA","LIB"
133054,"01PQ      TD  31 POTENCIA ACTIVA","LIB"
133055,"01PW      TD  32 POTENCIA REACTIVA","LIB"
133056,"01PQ      TD  32 POTENCIA ACTIVA","LIB"
133058,"13QFAL        ET REACTIVO FALTANTE","LIB"
133059,"77DEM W PCIAL ET DEMANDA PARCIAL ACTIVA","LIB"
133060,"77DEM Q PCIAL ET DEMANDA PARCIAL REACTIVA","LIB"
133061,"01TEN   B   A    TENSION","LIB"
133062,"01TEN   B   B    TENSION","LIB"
133063,"03TEN   B   A    TENSION","LIB"
133064,"03TEN   B   B    TENSION","LIB"
134000,"13PW     L  LIB  POTENCIA ACTIVA","SPE"
134001,"13PQ     L  LIB  POTENCIA REACTIVA","SPE"
134002,"13CTE    L  LIB  CORRIENTE","SPE"
134003,"13TEN    L  LIB  TENSION RESERVA","SPE"
134004,"13PW     L  SJU  POTENCIA ACTIVA","SPE"
134005,"13PQ     L  SJU  POTENCIA REACTIVA","SPE"
134006,"13CTE    L  SJU  CORRIENTE","SPE"
134007,"13TEN    L  SJU  TENSION RESERVA","SPE"
134008,"13TEN    B   A   TENSION","SPE"
134009,"13PW      TR  01 POTENCIA ACTIVA","SPE"
134010,"13PQ      TR  01 POTENCIA REACTIVA","SPE"
134011,"13CTE     TR  01 CORRIENTE","SPE"
134013,"03PW      TR  01 POTENCIA ACTIVA","SPE"
134014,"03PQ      TR  01 POTENCIA REACTIVA","SPE"
134015,"03CTE     TR  01 CORRIENTE","SPE"
134016,"03TEN    B   A   TENSION","SPE"
134017,"01PW      TR  01 POTENCIA ACTIVA","SPE"
134018,"01PQ      TR  01 POTENCIA REACTIVA","SPE"
134019,"01CTE     TR  01 CORRIENTE","SPE"
134020,"01TEN    B   A   TENSION","SPE"
134021,"03CTE LIBERTADOR CORRIENTE","SPE"
134022,"03CTE   LAVALLEN CORRIENTE","SPE"
134023,"01CTE   MENDIETA CORRIENTE","SPE"
134024,"01CTE    RESERVA CORRIENTE","SPE"
134025,"01CTE   PROVIDEN CORRIENTE","SPE"
134026,"01CTE   BELGRANO CORRIENTE","SPE"
134027,"01CTE   HOSPITAL CORRIENTE","SPE"
134028,"01CTE   R GRANDE CORRIENTE","SPE"
134029,"01CTE SANTA ROSA CORRIENTE","SPE"
134030,"01CTE  ARRAYANAL CORRIENTE","SPE"
134031,"01CTE  ESPERANZA CORRIENTE","SPE"
134032,"13QFAL        ET REACTIVO FALTANTE","SPE"
134033,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SPE"
134034,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SPE"
135000,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","SJU"
135001,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","SJU"
135003,"13CTE     TR  02 CORRIENTE","SJU"
135004,"03CTE    RESERVA CORRIENTE","SJU"
135005,"03CTE    AC  A B CORRIENTE","SJU"
135006,"03CTE     TR  02 CORRIENTE","SJU"
135007,"03PW      TR  02 POTENCIA ACTIVA","SJU"
135008,"03PQ      TR  02 POTENCIA REACTIVA","SJU"
135009,"13PW      TR  02 POTENCIA ACTIVA","SJU"
135010,"13PQ      TR  02 POTENCIA REACTIVA","SJU"
135011,"03CTE  SAN PEDRO CORRIENTE","SJU"
135012,"13CTE    L  SPE  CORRIENTE","SJU"
135013,"13CTE    L  PAL  CORRIENTE","SJU"
135014,"13CTE    L  MIN  CORRIENTE","SJU"
135015,"13CTE    L  GUE  CORRIENTE","SJU"
135016,"13PW     L  MIN  POTENCIA ACTIVA","SJU"
135017,"13PW     L  GUE  POTENCIA ACTIVA","SJU"
135018,"13PW     L  PAL  POTENCIA ACTIVA","SJU"
135019,"13PW     L  SPE  POTENCIA ACTIVA","SJU"
135020,"13PQ     L  MIN  POTENCIA REACTIVA","SJU"
135021,"13PQ     L  GUE  POTENCIA REACTIVA","SJU"
135022,"13PQ     L  PAL  POTENCIA REACTIVA","SJU"
135023,"13PQ     L  SPE  POTENCIA REACTIVA","SJU"
135024,"13TEN     B   P  TENSION","SJU"
135025,"03TEN     TR  01 TENSION","SJU"
135026,"03CTE    CANADAS CORRIENTE","SJU"
135027,"03CTE     PERICO CORRIENTE","SJU"
135028,"13PW      TR  01 POTENCIA ACTIVA","SJU"
135029,"13PQ      TR  01 POTENCIA REACTIVA","SJU"
135030,"03CTE     TR  01 CORRIENTE","SJU"
135033,"03TEN     TR  02 TENSION","SJU"
135034,"03PW      TR  01 POTENCIA ACTIVA","SJU"
135035,"03PQ      TR  01 POTENCIA REACTIVA","SJU"
135036,"13CTE     TR  01 CORRIENTE","SJU"
135038,"13QFAL        ET REACTIVO FALTANTE","SJU"
135039,"13TEN     B   T  TENSION","SJU"
135040,"03TEN     B   A  TENSION","SJU"
135041,"03TEN     B   B  TENSION","SJU"
135042,"50TEN     B   1  TENSION","SJU"
135043,"50TEN     B   2  TENSION","SJU"
135044,"13TEN     B   P  TENSION TRANSENER","SJU"
135045,"13TEN     B   T  TENSION TRANSENER","SJU"
136000,"01CTE CHANCHILLO CORRIENTE","PAL"
136001,"01CTE     CP  01 CORRIENTE","PAL"
136002,"01CTE 25 DE MAYO CORRIENTE","PAL"
136003,"01CTE    FLORIDA CORRIENTE","PAL"
136004,"01CTE     GUEMES CORRIENTE","PAL"
136005,"03PQ       ZAPLA POTENCIA REACTIVA","PAL"
136006,"01PW      TG  22 POTENCIA ACTIVA","PAL"
136007,"01PQ      TG  22 POTENCIA REACTIVA","PAL"
136008,"13PW     L  SJU  POTENCIA ACTIVA","PAL"
136009,"13PQ     L  SJU  POTENCIA REACTIVA","PAL"
136010,"13CTE    L  SJU  CORRIENTE","PAL"
136011,"13PW     L  JES  POTENCIA ACTIVA","PAL"
136012,"13PQ     L  JES  POTENCIA REACTIVA","PAL"
136013,"13CTE    L  JES  CORRIENTE","PAL"
136014,"13PW      TR  01 POTENCIA ACTIVA","PAL"
136015,"13PQ      TR  01 POTENCIA REACTIVA","PAL"
136016,"13CTE     TR  01 CORRIENTE","PAL"
136017,"01PW      TR  02 POTENCIA ACTIVA","PAL"
136018,"01PQ      TR  02 POTENCIA REACTIVA","PAL"
136019,"01CTE     TR  02 CORRIENTE","PAL"
136020,"03PW      TR  01 POTENCIA ACTIVA","PAL"
136021,"03PQ      TR  01 POTENCIA REACTIVA","PAL"
136022,"03CTE     TR  01 CORRIENTE","PAL"
136024,"13PW      TR  02 POTENCIA ACTIVA","PAL"
136025,"13PQ      TR  02 POTENCIA REACTIVA","PAL"
136026,"13CTE     TR  02 CORRIENTE","PAL"
136027,"03PW      TR  02 POTENCIA ACTIVA","PAL"
136028,"03PQ      TR  02 POTENCIA REACTIVA","PAL"
136029,"03CTE     TR  02 CORRIENTE","PAL"
136031,"13TEN     B   P  TENSION","PAL"
136032,"D        RESERVA CORRIENTE","PAL"
136033,"03TEN     TR  01 TENSION","PAL"
136034,"03TEN     TR  02 TENSION","PAL"
136035,"01TEN     TR  01 TENSION","PAL"
136036,"01TEN     TR  02 TENSION","PAL"
136037,"01CTE     TR  01 CORRIENTE","PAL"
136038,"03CTE   CELULOSA CORRIENTE","PAL"
136039,"03PW       ZAPLA POTENCIA ACTIVA","PAL"
136040,"03CTE METALURGIC CORRIENTE","PAL"
136041,"01PW      TR  01 POTENCIA ACTIVA","PAL"
136042,"01PQ      TR  01 POTENCIA REACTIVA","PAL"
136043,"13CTE    AC  A B CORRIENTE","PAL"
136044,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","PAL"
136045,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","PAL"
136047,"13QFAL        ET REACTIVO FALTANTE","PAL"
136048,"01CTE     NE  01 CORRIENTE","PAL"
136049,"13TEN     B   T  TENSION","PAL"
136050,"03TEN     B   A  TENSION","PAL"
136051,"03TEN     B   B  TENSION","PAL"
136052,"01TEN     B   A  TENSION","PAL"
136053,"01TEN     B   B  TENSION","PAL"
137000,"13CTE    L  JES  CORRIENTE","JSU"
137001,"13PW     L  JES  POTENCIA ACTIVA","JSU"
137002,"13PQ     L  JES  POTENCIA REACTIVA","JSU"
137003,"13DIS FA L  JES  DISTANCIA DE FALLA EN KM","JSU"
137004,"13CTE    L  LMA  CORRIENTE","JSU"
137005,"13PW     L  LMA  POTENCIA ACTIVA","JSU"
137006,"13PQ     L  LMA  POTENCIA REACTIVA","JSU"
137007,"13DIS FA L  LMA  DISTANCIA DE FALLA EN KM","JSU"
137008,"01TEN     B   A  TENSION","JSU"
137009,"01TEN     B   B  TENSION","JSU"
137010,"13FRE    SISTEMA FRECUENCIA","JSU"
137011,"77DEM PW      ET DEMANDA DE POTENCIA ACTIVA","JSU"
137012,"77DEM PQ      ET DEMANDA DE POTENCIA REACTIVA","JSU"
137013,"13TEN     B   P  TENSION","JSU"
137014,"13CTE     TR  01 CORRIENTE","JSU"
137015,"13PW      TR  01 POTENCIA ACTIVA","JSU"
137016,"13PQ      TR  01 POTENCIA REACTIVA","JSU"
137017,"03CTE     TR  01 CORRIENTE","JSU"
137018,"03PW      TR  01 POTENCIA ACTIVA","JSU"
137019,"03PQ      TR  01 POTENCIA REACTIVA","JSU"
137020,"01CTE     TR  01 CORRIENTE","JSU"
137021,"01PW      TR  01 POTENCIA ACTIVA","JSU"
137022,"01PQ      TR  01 POTENCIA REACTIVA","JSU"
137024,"13CTE     TR  02 CORRIENTE","JSU"
137025,"13PW      TR  02 POTENCIA ACTIVA","JSU"
137026,"13PQ      TR  02 POTENCIA REACTIVA","JSU"
137027,"03CTE     TR  02 CORRIENTE","JSU"
137028,"03PW      TR  02 POTENCIA ACTIVA","JSU"
137029,"03PQ      TR  02 POTENCIA REACTIVA","JSU"
137030,"01CTE     TR  02 CORRIENTE","JSU"
137031,"01PW      TR  02 POTENCIA ACTIVA","JSU"
137032,"01PQ      TR  02 POTENCIA REACTIVA","JSU"
137034,"03CTE       ESTE CORRIENTE","JSU"
137035,"03CTE S SALVADOR CORRIENTE","JSU"
137037,"03CTE    L  REY  CORRIENTE","JSU"
137038,"03PW     L  REY  POTENCIA ACTIVA","JSU"
137039,"03PQ     L  REY  POTENCIA REACTIVA","JSU"
137040,"03TEN     B   A  TENSION","JSU"
137041,"03TEN     B   B  TENSION","JSU"
137042,"01CTE     CUYAYA CORRIENTE","JSU"
137043,"01CTE     MORENO CORRIENTE","JSU"
137044,"01CTE CASTENIEDA CORRIENTE","JSU"
137045,"01CTE    GORRITI CORRIENTE","JSU"
